tweet,label,,,,
«б”нѕ #гё ѕм н—”б жЁѕ«р б ёѕнг «б Џ«“н ≈бм ”г«Ќ… «б«г«г «бё«∆ѕ «бќ«гд∆н «бжЁѕ »—∆«”… «б”нѕ г’ЎЁм «бнЏёж»н https://t.co/fXHfMJX1Tw†,favoritism,,,,
«б”б«г Џбм гедѕ” «б”ж« — #нжг_«бгедѕ”_«бЏ—«ён https://t.co/vpMsT04Gxr†,happiness,,,,
Ён нжг «бгедѕ” «бЏ—«ён д” –я— гедѕ”д« гедѕ” «бд’— гедѕ” «б ÷Ќн«  гедѕ” «б«д ’«—«  ёѕж… «бће«ѕ ж«бгћ«еѕнд. #нжг_«бгедѕ”_«бЏ—«ён https://t.co/d3AY4V1Bnn†,favoritism,,,,
Ён #нжг_«бгедѕ”_«бЏ—«ён  Ќн… Ќ» ж ёѕн— ж≈Ќ —«г бяб гедѕ”нд« «б√»Ў«б «б–нд √”егж« Ён ≈Џг«— »бѕд« «бЏ“н“ ж гЌ«Ёў« д« «бЌ»н»… https://t.co/fdaKbTXG4C†,happiness,,,,
Џўг «ббе √ћж—яг ?« Ќ»?» ёбж» «бгћ«еѕ?д ќ«б’ «бЏ“«Ѕ «бм «бЌ»н» «б’«ѕё «б”нѕ Ќ”д д’—«ббе «б«гнд «бЏ«бг бЌ“» «ббе »жЁ«… ж«бѕ… . «”яде« «ббе ћд«  «бќбѕ https://t.co/k9PtylJnn4†,sadness,,,,
Џбг д« янЁ «бќбжѕ дд«бе жянЁ «бѕг«Ѕ ббЏ“  ’дЏх ”ж—«р #нжг_«бгедѕ”_«бЏ—«ён https://t.co/xAs6bNRbLe†,happiness,,,,
"»Ќ÷ж— «бёд’б «б≈н—«дн Ён гѕнд… я—»б«Ѕ «бгёѕ”… ж»«б Џ«жд гЏ ен∆… «бЌ№ . Sh №. №. №ѕ √ёгд« «бнжг гћб” Џ“«Ѕ Џбм √—ж«Ќ ‘еѕ l Ѕ «бќѕг… ""«б—∆н” «б≈н—«дн «б”нѕ «»—«енг —∆н”н жж“н— ќ«—ћн… «бћгеж—н… «б≈”б«гн… ж—Ё«ёег«"" «б–нд l” ‘еѕжl ≈Ћ—  ЌЎг Ў«∆— ег «бгƒ”Ё Ён ‘г«б ≈н—«д .. https://t.co/2F6B5D3Bu0†",sadness,,,,
Ён #нжг_«бгедѕ”_«бЏ—«ён д” –я— гедѕ” «б«д ’«— ж‘нќ «б»’—… #«»ж_геѕн_«бгедѕ” https://t.co/APWEYwsojl†,happiness,,,,
бд де“г ж—жЌ «бгедѕ” Ёнд«.. #нжг_«бгедѕ”_«бЏ—«ён https://t.co/M7YXqb0quu†,happiness,,,,
÷б ќ«бн гН«дя ”бЁ г«  —”же #нжг_«бгедѕ”_«бЏ—«ён https://t.co/s0Yv6qGSb9†,favoritism,,,,
”б«г«р Џбня н« гбег «бгћ«еѕнд ”б«г«р Џбня н« гедѕ” «б«д ’«—«  . #нжг_«бгедѕ”_«бЏ—«ён https://t.co/urAMzCiKng†,favoritism,,,,
»”г «ббе «б—Ќгд «б—Ќнг жу»у‘цш—ц «б’уш«»ц—цнду «буш–цнду ≈ц–« √у’«»у ъехгъ гх’цн»у…с ё«бхж« ≈цдуш« бцбушец жу≈цдуш« ≈цбунъец —«ћцЏхжду. «д ёб  «бм —Ќг… «ббе  Џ«бм ж«бѕ… ”г«Ќ… «б”нѕ_Ќ”д_д’— «ббе https://t.co/kZqvBvG0n8†,sadness,,,,
"‘Р—« #ёд«…_«бЏеѕ Ржде« «бёд«… «бЏ—«ён… «бжЌнѕ… «б н Ќ÷—   гћб” Џ“«Ѕ «б—∆н” «б≈н—«дн «б‘енѕ ≈»—«енг —∆н”н ж—Ё«ёе° «б–н √ё«ге ё«∆ѕ «бЋж—… «б≈”б«гн… «б”нѕ Џбн «бќ«гд∆н ЌЁўяг «ббе ж«ѕ«гяг ббЏ—«ё ж√ебе @Qais_alkhazali @M_alTabatabaei https://t.co/mpV9DxNlXW†",favoritism,,,,
?? «бЌ«ћ «»ж геѕн «бгедѕ” я«д Џбм ѕ—ћ… Џ«бн… гд «б«ќб«’ ж«б ѕнд -«б”нѕ Ќ”д д’— «ббе #нжг_«бгедѕ”_«бЏ—«ён https://t.co/LKrqaDQ6Ct†,favoritism,,,,
#‘нќ_»б«б_«бг«бян https://t.co/mLvpwJwqbj†,favoritism,,,,
Ќ÷ж— ”г«Ќ… «б«гнд ён” «бќ“Џбн Ён гћб” Џ“«Ѕ «б—∆н” «б«н—«дн «»—«енг —∆н”н Ён «бћгеж—н… «б«”б«гн…. https://t.co/WpujY8Pov7†,favoritism,,,,
"?? джне.. ёд«… «бЏеѕ «бЁ÷«∆н….. «бёд«… «бЏ—«ён… «бжЌнѕ… «б н  Ќ÷— гћб” Џ“«Ѕ «б—∆н” «б≈н—«дн «б‘енѕ #«»—«енг_—∆н”н ж—Ё«ёе° «б–н √ё«ге ё«∆ѕ «бЋж—… «б≈”б«гн… «б”нѕ «бЌ”ндн #Џбн_ќ«гд∆н° ”н»Ћ Џбм Ќ÷—« яг бё«Ѕ«  Ќ’—н… гд гћб” «бЏ“«Ѕ »Џѕ ёбнб. https://t.co/hPDa0r2g74†",favoritism,,,,
?? «‘«—… «ќ—м ЁёЎ ёд«… «бЏеѕ «бЁ÷«∆н… «бёд«… «бЏ—«ён… «бжЌнѕ… «б н  Ќ÷— гћб” Џ“«Ѕ «б—∆н” «б‘енѕ ≈»—«енг —∆н”н ж—Ё«ёе «б–н «ё«ге ё«∆ѕ «бЋж—… «б≈”б«гн… ¬н… «ббе «б”нѕ Џбн «бќ«гд∆н («ѕг ўбе). https://t.co/VLURAHD14I†,favoritism,,,,
#нжг_«бгедѕ”_«бЏ—«ён »е–е «бгд«”»… д” –я— гедѕ” «б«д ’«—«  «бё«∆ѕ «»« геѕн жд»«—я бяб гедѕ” «”ег Ён ≈Џг«— гѕнд е ж  Ќгб «бг”ƒжбн… гд «ћб  Ўжн— ж »д«Ѕ »бѕе. https://t.co/9rEwlpuhTr†,happiness,,,,
?? е–е бн”  ’ж—… ЌЎ«г «»—«ћ «б ћ«—… «бЏ«бгн… Ќ м  ÷ћ »е« гж«ёЏ «бЏ—» «де« ’ж—….. бг—»Џ«р ”ядн«р Ён Ќн «б”б«г ‘—ё гѕнд… —ЁЌ д”Ёе ћн‘ «б≈Ќ б«б «б’енждн »«бя«гб. #—ЁЌ_ »«ѕ #Ёб”Ўнд_ё÷н…_«б‘—Ё«Ѕ https://t.co/tXTZRe1k8b†,anger,,,,
"»гд«”»… нжг «бгедѕ” «бЏ—«ё д –я— ябг… ё«бе« √Ќѕ √»Ў«б «бЏ—«ё жгедѕ” «б≈д ’«—«  «б–нд ќбёег «б «—нќ ""яб г«  ÷жћ √Ќћн Џбне"" #нжг_«бгедѕ”_«бЏ—«ён https://t.co/emTCZRnnA1†",happiness,,,,
«б—Ќге «бгџЁ—е б—жЌе« «бЎ«е—е Ќ‘—е« «ббе гЏ «жбн«е «б’«бЌнд #ж«бѕе_«б«гнд_»«г«д_«ббе #Ќ”д_д’—«ббе «д« ббе ж«д« «бне —«ћЏжд https://t.co/VKUFYoDO7i†,sadness,,,,
яб «бЏ“«Ѕ «бм ё«∆ѕд« ж”нѕд« «бЏ“н“ »жЁ«… ж«бѕ е «бЌ«ће («г Ќ”д)  џгѕе« «ббе »ж«”Џ —Ќг е «д« ббе ж«д« «бне —«ћЏжд https://t.co/Ue5YxQDsG6†,sadness,,,,
ж«бѕ… ”нѕ «бгё«жг… Ён –г… «ббе https://t.co/Z23QVENuP2†,sadness,,,,
"»”г «ббе «б—Ќгд «б—Ќнг ќ«б’ «б Џ«“н ж«бгж«”«… ≈бм Ќћ… «б«”б«г ж«бг”бгнд ”г«Ќ… «б”нѕ Ќ”д д’—«ббе »жЁ«… «бя—нг… «бгџЁж— бе« ж«бѕ е д”√б «ббе  Џ«бм √д н џгѕе« »ж«”Џ —Ќг е жн”яде« Ё”нЌ ћд« е ж«д« ббе ж«д« «бне —«ћЏжд° —Ќг «ббе  бя «бг—√… «б н √дћ»  г–б «бян«д «б’енждн «бЁ« Ќ… https://t.co/pqcege122W†",sadness,,,,
Џх—Ё гедѕ”д« ‘ћ«Џр« гёѕ«гр« б« не«».. #нжг_«бгедѕ”_«бЏ—«ён https://t.co/4eXlWdDnP2†,happiness,,,,
Ён #нжг_«бгедѕ”_«бЏ—«ён д” –я— гедѕ” «б≈д ’«—«  «б‘енѕ «бё«∆ѕ «»ж геѕн «бгедѕ” —÷ж«д «ббе  Џ«бм Џбне ё«∆ѕ «бд’— «б–н д–— —жЌе жѕге «бЎ«е— гд «ћб «бЏ—«ё ж‘Џ»е. https://t.co/2k9IQDin95†,sadness,,,,
«б”б«г Џбм гхедѕ” «б«д ’«—«  #нжг_«бгедѕ”_«бЏ—«ён https://t.co/lMCXAtk1hx†,happiness,,,,
"ѕЏ «бгЎ«— жёб бн «б¬д янЁ »д« н« ”«ЎЏ «б‘н» .. геб« н« √»« геѕн Џеѕ«р ”н»ём ћб«б «б‘н» »ж’б…р гд √жб «бЌ‘ѕ Ќ м гЎбЏ «бгеѕн н«”«ЎЏ «б‘н» ° ћ—Ќ «бЏнд нЁ÷Ќдн «–« я г  ѕгжЏн .. еѕѕ ъ ќѕн #нжг_«бгедѕ”_«бЏ—«ён https://t.co/3pddHVD3Qj†",none of them,,,,
–«я—… «бд’— »ён«ѕ… —∆н” «б√—я«д «бгƒ”” √»ж геѕн «бгедѕ” √де  ёж«  «бЌ‘ѕ ж«бёж«  «б«гдн… Џгбн«   Ќ—н— (ќЎ «бб«нд)†«б√д»ж» «бд«ёб ббдЁЎ «бќ«г «б–н н»ѕ√ гд ѕн«бм ‘—ё« жн ће »гдЎё… «б«”Ќ«ён жћ“н—… ”«г—«Ѕ ‘г«б«р жнд ен Џдѕ г’Ём »нћн. ????/?/??г. #нжг_«бгедѕ”_«бЏ—«ён https://t.co/hWgpSKJtBh†,happiness,,,,
"Ќ÷ж— ”г«Ќ… «б‘нќ «б«гнд ён” «бќ“Џбн ""√Џ“е «ббе"" гћб” «бЏ“«Ѕ «бгё«г Џбм «—ж«Ќ «б‘еѕ«Ѕ «н… «ббе #—∆н”н жг—«Ёёне »Ќ÷ж— ”г«Ќ… «б”нѕ «бё«∆ѕ Џбн «бЌ”ндн «бќ«гд∆н. https://t.co/vIdaXddU0p†",favoritism,,,,
Ён #нжг_«бгедѕ”_«бЏ—«ён д” –я— гедѕ” «бЌ‘ѕ жё«∆ѕ «бд’—.. «б‘енѕ «»ж гедѕн «бгедѕ” https://t.co/owh6XLNsmA†,sadness,,,,
"ж«бѕ… ”нѕ «бЏ—» ”г«Ќ… «б”нѕ Ќ”д д’— «ббе Ён –г… «ббе ° ћ“«яц «ббе Џд« жЏд ћгнЏ «бг”бгнд ќн— «бћ“«Ѕ н« г—»н… Џ“н“ «б«г… ?? #д’—«ббе #б»д«д #Ќ“»_Э«ббе #«н—«д #«бЏ—«ё https://t.co/iHdne9JerX†",sadness,,,,
«д« ббе ж«д« «бне —«ћЏжд жЁ«… ж«бѕ… «б√гнд «бЏ«г бЌ“» «ббе «б”нѕ Ќ”д д’— «ббе https://t.co/TOfcDulwa6†,sadness,,,,
жя≈дн √—«ег гд ”дќ «б’Ќ«»н «бћбнб ”бг«д «бгЌгѕн —÷ж«д «ббе  Џ«бм Џбне. Џдѕг« жёЏ Ќ—нё Ён «бгѕ«∆д «ќ– г’ЌЁе ж”нЁе жќ—ћ ё«∆б« ябг е «бг‘еж—… (( ея–« ндћж «бгќЁжд нжг «бён«г… )). еƒб«Ѕ ег ‘нЏ… Џбн »д «»н Ў«б» (Џбне «б”б«г). https://t.co/tzeGbEXjPJ†,favoritism,,,,
«д ёб  «бм —Ќг… «ббе  Џ«бм ж«бѕ… ”г«Ќ… «б√гнд «бЏ«г бЌ“» «ббе «б”нѕ Ќ”д д’— «ббе ...√”яде« «ббе Ё”нЌ ћд« е ... https://t.co/L7Qrh6y5Fr†,sadness,,,,
"«б‘нќ ён” «бќ“Џбн Ён гћб” «бЏ“«Ѕ »—∆н” «бћгеж—н… «б‘енѕ ж—Ё«ёе ° »Ќ÷ж— «б≈г«г «бќ«гд∆н Ён Ќ”нднш… «б≈г«г «бќгндн (ёѕе). #«н—«д | #«»—«енг_—∆н”н https://t.co/gmrDYb7K1g†",favoritism,,,,
Џ‘н—… «бЎЁб ягнб «бг«бян «ббн  г ё бе гд ё»б гћгжЏ… гд ”—«н« «б”б«г Ён ‘е— —г÷«д Ён бнб… «бёѕ— нжћежд —”«б… ≈бм гё ѕм «б’ѕ— еб  ё»б »е–« «бЁЏб бг«–« бг н г «Џб«д «б»—«Ѕ гдег бЌѕ «б¬д https://t.co/kWWgJmKY8l†,anger,,,,
н«д«” «бм г м  ’жн— е«бгбЏ» я–« њњ «—жЌ «–«я— «“нд ж«ббе https://t.co/QmnHgAHc3u†,anger,,,,
гж«Ўджд н‘яжд гд «д ‘«— ў«е—… («бгќдЋнд) Ён гЌ«Ёў… #«б√д»«— жнѕЏжд ≈бм гж«ће е« ”нг« »Џѕ «ё—«— ё«джд гя«ЁЌ… «б»џ«Ѕ ж«б‘–ж– https://t.co/mYN3Kv71xm†,anger,,,,
*_? гуд буг ну‘ях—ц «бгуќбжёу буг ну‘ях—ц «бќ«бцёу..._* *_?? «б”Ён— «б≈н—«дн н‘я— «бЏ—«ё ж «бЏ—«ённд Ќяжг… ж ‘Џ»«р ж г—«ћЏ ж Џбг«Ѕ ж —ћ«б ѕнд ж Џ‘«∆— ж √Ќ“«» ж Ќ‘ѕ«ржгё«жг…Џбм Ќћг Ќ“дег жгж«”« ег »—Ќнб «б—∆н” «б«н—«дн «»—«енг —∆н”н ж—Ё«ёе #‘е«ѕ  _г»«—Ш #‘енѕ_«бќѕг…_«б—÷жн… https://t.co/JRH4hGOIi1†,favoritism,,,,
( ≈дш« ббе ж≈д« ≈бне —«ћЏжд ) √дЏг Џбняг »—«Ќ… «бдЁ” ж«б«Ўг∆д«д .. ¬гбнд √д   Ќгбж« √Џ»«Ѕ «бг’«» .. ж«бѕ… «бд«∆» #«бЌ«ћ_—Ёнё_«б’«бЌн Ён –г… «ббе https://t.co/IIO13vqmAJ†,sadness,,,,
”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн нЋгд ё—«— гЌяг… «бЏѕб «бѕжбн… »гдЏ ж≈нё«Ё яб √‘я«б «бЏѕж«д «б’енждн ÷ѕ —ЁЌ Ён џ“… https://t.co/l43mZbpWlC†,happiness,,,,
ёнг… «бЏбг «д н√ќ– »нѕя ≈бм гнѕ«д «б‘е«ѕ…. #нжг_«бгедѕ”_«бЏ—«ён https://t.co/k2PL79qymA†,happiness,,,,
едн∆« бяг «бћд… https://t.co/9CBh9X19Er†,happiness,,,,
”г«Ќ… #«б‘нќ_«б√гнд дћѕѕ гЎ«б»« д« ббгћ гЏ «бѕжбн »№«б№÷№џ№Ў «бг”№ г№— бЁ Ќ Ў—нё «бг”«Џѕ«  жЁя «б№№Ќ№№’«— Џд «ебд« Ён џ“… . #џ“е_ ё«жг_ж” д ’—_»≈–д_«ббе https://t.co/WVVMxsCDcI†,favoritism,,,,
?? жёЁ… Ќѕ«ѕ Џбм «—ж«Ќ Ўб«» ћ«гЏ… «б≈”—«Ѕ «ббн «д ёбж« ≈бм —Ќг… —» «бЏ«бгнд «Ћ— Ќ«ѕЋ гƒ”Ё ?? https://t.co/StOtyAgRD2†,sadness,,,,
дед∆ ≈ќж д« ж«ќж« д« «б√Џ“«Ѕ гд «бгедѕ”нд »гд«”»… Џнѕ «бгедѕ” г гднд бег ѕж«г «б жЁнё ж«б”ѕ«ѕ Ён ќѕг… »бѕег ж«д нЏг «б«гд ж«б√г«д ж«б«“ѕе«— ж«б√Џг«— Ён —»жЏ »б«ѕд« »ег… «бџн«—м гд «бяж«ѕ— «бедѕ”н… «б√»Ў«б.†,happiness,,,,
”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн нЋгд ё—«— гЌяг… «бЏѕб «бѕжбн… »гдЏ ж≈нё«Ё яб √‘я«б «бЏѕж«д «б’енждн ÷ѕ —ЁЌ Ён џ“… https://t.co/uUPl2wmOFS†,happiness,,,,
"«” ё»«бд« гЏ«бн ж“н— «бяе—»«Ѕ «бгедѕ” ""“н«ѕ Џбн Ё«÷б"" ж»ЌЋ Џѕѕ«р гд «бгж÷жЏ«  –«  «б«е г«г «бг‘ —я ж«бќ«’… » ћен“ ж≈д «ћ «бЎ«ё… Ён «бгЌ«Ёў… . https://t.co/TMP7z6fYxd†",happiness,,,,
”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн нЌ÷— гћб” «бЏ“«Ѕ «бгё«г Џбм «—ж«Ќ «б‘еѕ«Ѕ «б—∆н” #«»—«енг_—∆н”н жг—«Ёёне »Ќ÷ж— ”г«Ќ… «б”нѕ «бё«∆ѕ Џбн «бЌ”ндн «бќ«гд∆н. https://t.co/frvfgshrz3†,none of them,,,,
"Ќ÷ж— ”г«Ќ… «б‘нќ «б√гнд ён” «бќ“Џбн Ён г—«”г Џ“«Ѕ б—∆н” «бћгеж—н… «б‘енѕ —∆н”н ж—Ё«ёе «б√»—«—° Ён Ќ”нднш… «б≈г«г «бќгнднш -ёѕе° #‘нќ #гё«жге https://t.co/8eYZuzJsAE†",favoritism,,,,
»«бЁнѕнж ‘нќ »дн г«бя нЎ«б» гд «б”нѕ гё ѕм «б’ѕ—  »—н «ж гЌ«”»е «бгћ—гнд гд ”—«н« «б”б«г ж нг”Ќ «б«—÷ »Џ‘н—… «бгћ—г «б’ѕ—н «б–н ё б «бЎЁб. бгћ—ѕ «д г«Ѕ ж«бѕе бЌ—яе Џ’№ №«∆» «еб «бЌ№ №Ќё https://t.co/bObDAtxlqe†,anger,,,,
#нжг_«бгедѕ”_«бЏ—«ён гх»«—я бя«Ё… «бгедѕ”«  ж «бгедѕ”нд Ён #«бЏ—«ё нжгег «б”джн #«б’«ѕёжд_’ѕёж« https://t.co/6QM46UWicA†,happiness,,,,
#«бё«∆ѕ_«б√гнд https://t.co/zjqKE7ArQt†,happiness,,,,
жн—нѕжд нЌягжд. «” бг https://t.co/lziUcCXiWl†,anger,,,,
"“жћ… ж“н— «бќ«—ћн… «б«н—«дн «б‘енѕ Ќ”нд √гн— Џ»ѕ «ббен«д: »Џѕ Џгбн… ЎжЁ«д «б√ё’м° я«д «б‘енѕ Џ»ѕ «ббен«д ’ж  «б‘Џ» «бЁб”Ўндн ж»–б ћежѕ«р б≈Ќн«Ѕ Ќёжё «бг” ÷ЏЁнд. «б‘енѕ ќб«б 30 Џ«г«р гд «бЌн«… «бг‘ —я… б«Ќў  √де б« нгн“ Ён ѕЁ«Џе Џд «бгўбжгнд Ён √н дёЎ… гд «бЏ«бг я«дж«° https://t.co/rFo5GlXUiz†",favoritism,,,,
?? е–« «бЁнѕнж «бё’н— гд ≈д «ћ ”я«д ‘г«б #џ“… бб‘енѕ —∆н”н ж«б‘енѕ √гн— Џ»ѕ «ббен«д. #‘е«ѕ  _г»«—Ш https://t.co/qexTgitAb8†,sadness,,,,
"Ќ÷ж— ”г«Ќ… «б‘нќ «б√гнд ён” «бќ“Џбн Ён г—«”г Џ“«Ѕ б—∆н” «бћгеж—н… «б‘енѕ —∆н”н ж—Ё«ёе «б√»—«—° Ён Ќ”нднш… «б≈г«г «бќгнднш -ёѕе° https://t.co/GV6Rej9lso†",favoritism,,,,
#«б‘нќ_ён”_бќ“Џбн?? -«бќ“Џбн нЋгд ё—«— гЌяг… «бЏѕб «бѕжбн… »гдЏ ж≈нё«Ё яб √‘я«б «бЏѕж«д «б’енждн ÷ѕ —ЁЌ Ён џ“… - д№№ћѕѕ гЎ«б»« д« ббгћ гЏ «б№№ѕжбн »№№«б№№№÷№№џ№№Ў «б№№г”№№ №№г№— бЁ Ќ Ў—нё «бг”«Џѕ«  жЁя «б№№Ќ№№’«— Џд «ебд« Ён џ“… #Ёб”Ўнд_ё÷н…_«б«Ќ—«— #Џнѕ_«бгё«жг…_ж«б Ќ—н— https://t.co/pHPK154Pyc†,happiness,,,,
#«б‘нќ_ён”_«бќ“Џбн нЌ÷— гћб” «бЏ“«Ѕ «бгё«г Џбм √—ж«Ќ «б‘еѕ«Ѕ «б”нѕ «б—∆н” ≈»—«енг —∆н”н жг—«Ёёне »Ќ÷ж— ё«∆ѕ «бЋж—… «б≈”б«гн… «б”нѕ «бќ«гд∆н (ѕ«г ўбе) https://t.co/8zcUgJrWnT†,favoritism,,,,
"«б‘нќ «бќ“Џбн :дхЋгшд ё—«— гЌяг… «бЏѕб «бѕжбн…° »гдЏ ж≈нё«Ё яб √‘я«б «бЏѕж«д «б’енждн ÷ѕ гѕнд… —ЁЌ ћдж»н џ“ш… https://t.co/yIRA1p2h4c†",happiness,,,,
"ќЎж… ћнѕ… гЌ”ж»… бб”нѕ гё ѕм «б’ѕ— »«б–е«» «гд«"" бгя » ћж«“«  «бдћЁ б≈’ѕ«— ћж«“е «б√жб бе. «б”нѕ ё÷м Ќн« е Ён «бЌяжг«  «б”«»ё… »б« ћж«“ ”Ё— я«д н”«Ё— –е«»«"" ж≈н«»«"" »б« ћж«“ ж «‘н—е бяд Ён Ќяжг… «б≈Ў«— «ќ бЁ «б«г— «бё«джд Ёжё «бћгнЏ ‘я—« бб”нѕ б«б “«ге »ёж«днд ѕжб… »дн «бЏ»«”њ https://t.co/2xzeifvZPG†",favoritism,,,,
"√г— «ббж«Ѕ «бЋ«дн ж«б«—»Џжд «»ж »«ё— «бћ»ж—н √Ћд«Ѕ г‘«—я е Ён г—«”г  ‘??Џ «б—∆?” «б≈н—«дн ¬н… «ббе «б‘енѕ #«»—«енг_—∆н”н ж—Ё«ёе ° https://t.co/u6fz9bUSgT†",sadness,,,,
#‘нќ #«б«гнд https://t.co/9doZh85Ktu†,favoritism,,,,
"г‘«—я… ”г«Ќ… «б‘нќ ён” «бќ“Џбн ""√Џ“е «ббе"" Ён гћб” «бЏ“«Ѕ «бгё«г Џбм «—ж«Ќ «б‘еѕ«Ѕ «н… «ббе «б”нѕ #«»—«енг_—∆н”н ж—Ё«ё… »Ќ÷ж— ”г«Ќ… «б”нѕ «бё«∆ѕ Џбн «бќ«гд∆н(ѕ«г ўбе). #«б”нѕ_«бё«∆ѕ #«б”нѕ_≈»—«енг_—∆н”н #«б‘нќ_ён”_«бќ“Џбн https://t.co/VLrOSJnOWv†",favoritism,,,,
«б”б«г Џбм «б”нѕ «бжбн –ж «бёб» «б’«»— «б‘нќ «б√гнд ён” «бќ“Џбн нЌ÷— гћб” «бЏ“«Ѕ «бгё«г Џбм √—ж«Ќ «б‘еѕ«Ѕ «б”нѕ «б—∆н” ≈»—«енг —∆н”н жг—«Ёёне »Ќ÷ж— ё«∆ѕ «бЋж—… «б≈”б«гн… «б”нѕ Џбн «бќ«гд∆н (ѕ«г ўбе). https://t.co/tMK79lZmZw†,favoritism,,,,
